username,"ASU notes: ","ASU: ","American U notes: ","American U: ","Application Year: ","Attending: ","BC notes: ","BC: ","BU notes: ","BU: ","BYU notes: ","BYU: ","Baylor notes: ","Baylor: ","Brooklyn notes: ","Brooklyn: ","Cardozo notes: ","Cardozo: ","Case Western notes: ","Case Western: ","Catholic U notes: ","Catholic U: ","Chapman notes: ","Chapman: ","Chicago-Kent notes: ","Chicago-Kent: ","Columbia notes: ","Columbia: ","Cornell notes: ","Cornell: ","DePaul notes: ","DePaul: ","Duke notes: ","Duke: ","Emory notes: ","Emory: ","FSU notes: ","FSU: ","Fl International notes: ","Fl International: ","Fordham notes: ","Fordham: ","GPA: ","Gender: ","General Information: ","George Mason notes: ","George Mason: ","George Washington notes: ","George Washington: ","Georgetown notes: ","Georgetown: ","Georgia State notes: ","Georgia State: ","Gonzaga notes: ","Gonzaga: ","Harvard notes: ","Harvard: ","Highest LSAT: ","Hofstra notes: ","Hofstra: ","Indiana - Bloomington notes: ","Indiana - Bloomington: ","Indiana - Indianapolis notes: ","Indiana - Indianapolis: ","LSDAS GPA: ","LSU notes: ","LSU: ","Lewis & Clark notes: ","Lewis & Clark: ","Loyola - Chicago notes: ","Loyola - Chicago: ","Loyola - LA notes: ","Loyola - LA: ","Major(s): ","Marquette notes: ","Marquette: ","Mercer notes: ","Mercer: ","Michigan State notes: ","Michigan State: ","Minor(s): ","NYU notes: ","NYU: ","Northeastern notes: ","Northeastern: ","Northwestern notes: ","Northwestern: ","Notre Dame notes: ","Notre Dame: ","Ohio State notes: ","Ohio State: ","Oklahoma City notes: ","Oklahoma City: ","Penn State notes: ","Penn State: ","Penn notes: ","Penn: ","Pepperdine notes: ","Pepperdine: ","Pitt notes: ","Pitt: ","Residency: ","Rutgers - Camden notes: ","Rutgers - Camden: ","Rutgers - Newark notes: ","Rutgers - Newark: ","SMU notes: ","SMU: ","SUNY Buffalo notes: ","SUNY Buffalo: ","Saint Louis U notes: ","Saint Louis U: ","Santa Clara notes: ","Santa Clara: ","Seattle U notes: ","Seattle U: ","Seton Hall notes: ","Seton Hall: ","St. Johns notes: ","St. Johns: ","Stanford notes: ","Stanford: ","Stetson notes: ","Stetson: ","Syracuse notes: ","Syracuse: ","TLS Box: ","Temple notes: ","Temple: ","Tulane notes: ","Tulane: ","U of Alabama notes: ","U of Alabama: ","U of Arizona notes: ","U of Arizona: ","U of Arkansas notes: ","U of Arkansas: ","U of Chicago notes: ","U of Chicago: ","U of Cincinnati notes: ","U of Cincinnati: ","U of Colorado notes: ","U of Colorado: ","U of Connecticut notes: ","U of Connecticut: ","U of Denver notes: ","U of Denver: ","U of Florida notes: ","U of Florida: ","U of Georgia notes: ","U of Georgia: ","U of Hawaii notes: ","U of Hawaii: ","U of Houston notes: ","U of Houston: ","U of Illinois notes: ","U of Illinois: ","U of Iowa notes: ","U of Iowa: ","U of Kansas notes: ","U of Kansas: ","U of Kentucky notes: ","U of Kentucky: ","U of Louisville notes: ","U of Louisville: ","U of Maine notes: ","U of Maine: ","U of Maryland notes: ","U of Maryland: ","U of Miami notes: ","U of Miami: ","U of Michigan notes: ","U of Michigan: ","U of Minnesota notes: ","U of Minnesota: ","U of Missouri notes: ","U of Missouri: ","U of Nebraska notes: ","U of Nebraska: ","U of New Mexico notes: ","U of New Mexico: ","U of Oklahoma notes: ","U of Oklahoma: ","U of Oregon notes: ","U of Oregon: ","U of Richmond notes: ","U of Richmond: ","U of San Diego notes: ","U of San Diego: ","U of San Francisco notes: ","U of San Francisco: ","U of South Carolina notes: ","U of South Carolina: ","U of Tennessee notes: ","U of Tennessee: ","U of Texas notes: ","U of Texas: ","U of Tulsa notes: ","U of Tulsa: ","U of Utah notes: ","U of Utah: ","U of Washington notes: ","U of Washington: ","U of Wisconsin notes: ","U of Wisconsin: ","U of Wyoming notes: ","U of Wyoming: ","UC Berkeley/Boalt notes: ","UC Berkeley/Boalt: ","UC Davis notes: ","UC Davis: ","UC Hastings notes: ","UC Hastings: ","UCLA notes: ","UCLA: ","UNC notes: ","UNC: ","UNLV notes: ","UNLV: ","UOP (McGeorge) notes: ","UOP (McGeorge): ","USC notes: ","USC: ","UVA notes: ","UVA: ","Undergrad Institution: ","Underrepresented Minority?: ","Vanderbilt notes: ","Vanderbilt: ","Villanova notes: ","Villanova: ","WUSTL notes: ","WUSTL: ","Wake Forest notes: ","Wake Forest: ","Washington & Lee notes: ","Washington & Lee: ","Wayne State notes: ","Wayne State: ","West Virginia notes: ","West Virginia: ","William & Mary notes: ","William & Mary: ","William Mitchell notes: ","William Mitchell: ","Yale notes: ","Yale: "
Kran23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ivy League",,,,,,,,,,,,,,,,,,,,,
Kionaltski,,,,,,,,,,,,,,,,,,,,,,,,,,,Butler,Applied,,,,,,,,,,,,,,,3.9,Male,,,,,,,Applied,,,,,,Accepted,175,,,,,,,,,,,,,,,,,,,,,,,,"Full Ride",Accepted,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,http://lawschoolnumbers.com/Kionaltski,,,,,,,,,,,"Guess im not good at interviewing",Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrew,Waitlisted
hannahk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,11/20,Accepted,175,,,,,,,,,,,,,,,,,,,,,,,,"RTK applicant",Accepted,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,1/17/2013,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/6; withdrew application",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/20; withdrew application",Accepted,,,,,,,,,,,,,,,,,Ivy,,,,,,,,,,,,,,,,,,,,,Applied
bbkk,,,,,2013-2014,,,,,,,,,,,,,,,,,,,,,,"Hamilton $181k =)",Accepted,,,,,,,,,,,,,,,3.9,Female,,,,,,,,,,,,=D,Accepted,175,,,,,,,,,,,,,,,,,,,,,,,,"Vanderbilt - $160,000 =)",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrawn,Applied,,,,,http://lawschoolnumbers.com/bbkk,,,,,,,,,,,90k,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,Withdrawn,Waitlisted
NYPDLAW,,,,,2013-2014,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,3.9,Female,,,,,,,Applied,,,,,,Applied,175,,,,,,,,,,,,,,,,psychology,,,,,,,,,Applied,,,,,,,,,,,,,withdrew,Accepted,,,,,"United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Rejected
blanknow,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Male,,,,,,,,,,,,,,175,,,,,,,3.9,,,,,,,,,econ/ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International (no country specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivy,,,,,,,,,,,,,,,,,,,,,
joonbug,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,Waitlisted,,Accepted,,,,Accepted,,,,,,,,Accepted,3.8,,,,,,,,Accepted,,,,,,Applied,175,,,,,,,3.8,,,,,,,,,,,,,,,,,,Accepted,,,,Waitlisted,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jdw06005,,,,,,Columbia,,Applied,,Rejected,,,,,,,,,,,,,,,,,"1/2 tuition",Accepted,,Waitlisted,,,,Accepted,,,,,,,,,3.8,Male,,,,,,,Accepted,,,,,,Waitlisted,175,,,,,,,3.8,,,,,,,,,"Political Science, History",,,,,,,,,,,,"Offered $135,000 scholarship if I defer for a year.",Accepted,,,,,,,,,Withdrawn,Waitlisted,,,,,MA,,,,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Withdrawn,Waitlisted,"Large Public in New England",No,,,,,,,,,,,,,,,,,,,,
margaret,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,3.8,,,,,,,,Accepted,,,,,,Accepted,175,,,,,,,3.8,,,,,,,,,"Biology, Pol Sci",,,,,,,,,Accepted,,,"On Hold, Withdrew",Applied,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,Accepted,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,Rejected
nixxers,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,withdrew,Accepted,,,,,"90k, withdrew",Accepted,,,,,,,,,3.8,Female,"weak/average softs",,,,,"""alternate"" for scholly, withdrew",Accepted,,,,,,Accepted,175,,,,,,,3.8,,,,,,,,,,,,,,,,,"$62,500 - withdrew",Accepted,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,Applied,,,,,http://www.lawschoolnumbers.com/nixxers,,,,,,,,,,,60k,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"full Darrow",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Rejected
picaresco,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,"Hamilton Scholarship",Accepted,,,,,,,,,,,,,,,3.8,Male,,,,,,,Accepted,,,,,"Submitted: 10/14",Accepted,175,,,,,,,3.8,,,,,,,,,PoliSci,,,,,,,,,Accepted,,,,,,,,,,,,,,Accepted,,,,,KY,,,,,,,,,,,,,,,,,,,"My school hates sending Dean's Certs, so after requesting in August, it ended up getting sent in December and the department refused to use the Form B. So, I'm calling this one a preemptive no.",Applied,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full Darrow",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dean's Scholarship",Accepted,"Ivy (not HYP)",Yes,,,,,,,,,,,,,,,,,,,,Accepted
Ocilla,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Male,,,,,,,,,,,,,,175,,,,,,,3.8,,,,,,,,,"Finance, Psychology",,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,"Mercer University",No,,,,,,,,,,,,,,,,,,,,
SnailChaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Female,,,,,,,,,,,,,,175,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
mwdeav,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,Accepted,,,,,,,3.8,Male,,,,,,,Accepted,,,,,"On hold for further review; then waitlisted",Waitlisted,175,,,,,,,3.8,,,,,,,,,Accountancy,,,,,,,,,Accepted,,,,,,,,,,,,,,Waitlisted,,,,,GA,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,Rejected,,,,,,Accepted,,,,,,,,,,Waitlisted,"Auburn University",No,,Accepted,,,,,,,,,,,,,,,,,,Rejected
GertrudeR,,,,,2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,3.8,,,,,,,,,"Liberal Arts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
yellingllama74,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,3.8,Female,,,,,,,,,,,,,Accepted,175,,,,,,,3.8,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hat.trick,,,,,2014-2015,,,,,,,,,,,,,,,,,,,,,,"1/22 Was not interviewed",Accepted,,,,,"In via PT",Accepted,,,,,,,,,3.8,Male,K-JD,,,,,"Complete 9/15, Acceptance 11/01",Accepted,,,,,"JS1 11/10 ",Accepted,175,,,,,,,3.8,,,,,,,,,"Economics and Political Science",,,,,,,,12/01,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied,,,,,,,,,,,,,,,,"10/17 Interview",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Admitted on 09/16 with Full scholarship and stipend",Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Florida",No,,,,,,,,,,,,,,,,,,,,
JMcG,,,,,2014-2015,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,Accepted,,,,,,,,,3.8,,,,,,,,Accepted,,,,,,Accepted,175,,,,,,,3.8,,,,,,,,,Music,,,,,,,,,Accepted,,,,,,,,,,,,,,Waitlisted,,,,,FL,,,,,,,,,,,,,,,,,,,,,,,,,lawschoolnumbers.com/jmcg,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson College",,,Accepted,,,,,,,,,,,,,,,,,,
WarrenWang,,,,,2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Male,,,,,,,,,,,,,,175,,,,,,,3.8,,,,,,,,,Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International (no country specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garrisonleary,,,,Accepted,"2006 (and earlier)","Harvard Class of 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Male,,,,,,,,,,,,,,175,,,,,,,3.7,,,,,,,,,"Criminal Psychology",,,,,,,,,,,,,,,,,,,,,,,,,,,,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
"j nyc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Female,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chelita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Female,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,"Political Science",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://lawschoolnumbers.com/chelita/jd? ... &order=asc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivy,,,,,,,,,,,,,,,,,,,,,
lamaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llivings,,,,,2011-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Female,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,"Finance, Business Economics",,,,,,,English,,,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
markdyoung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTT,,,,,,,,,,,,,,,,,,,,,
Ele,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,3.8,Female,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,Art,,,,,,,"Design Art and Communications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wesleyan,No,,,,,,,,,,,,,,,,,,,,
oreo260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Princeton University",,,,,,,,,,,,,,,,,,,,,
applemaroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://lawschoolnumbers.com/applemaroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quigglyboom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPW_Yes,,,,,,"NYU 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
sims1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,Male,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,
liangbinyu,,,,,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,Male,,,,,,,,,,,,,,175,,,,,,,3.9,,,,,,,,,biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,"International (no country specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TOP 50",No,,,,,,,,,,,,,,,,,,,,
dank4284,,,,,,Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,175,,,,,,,3.8,,,,,,,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWilson,,,,,2008-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,Male,,,,,,,,,,,,,,175,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"top 50",No,,,,,,,,,,,,,,,,,,,,
tbsmkdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,3.7,Male,,,,,,,,,,,,,Waitlisted,175,,,,,,,3.7,,,,,,,,,,,,,,,,,,Accepted,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waitlisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rejected,,,,,,,,,,,,,,,,,"Kremlin on the Crum",,,,,,,,,,,,,,,,,,,,,Rejected
Rurik,,,,,2010-2011,-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,Male,,,,,,,,,,,,,,175,,,,,,,3.7,,,,,,,,,Philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cambridge,No,,,,,,,,,,,,,,,,,,,,
lackadaisy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,Female,,,,,,,,,,,,,,175,,,,,,,3.7,,,,,,,,,"Sociology & Economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domestic (no state specified)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvard College",No,,,,,,,,,,,,,,,,,,,,
